,Area,Year,rainfall,Temperature,Area Code,Citrus Production(hg/ha),Pesticide quantity,Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O
84667,Dominica,2011,369.0874444444445,25.01914444444445,55,84165,0.0,8.09,14.7,16.39
84796,Dominica,2012,274.6165111111111,24.940166666666666,55,90968,0.0,5.18,8.5,8.45
84925,Dominica,2013,237.3668888888889,25.059999999999995,55,92024,0.0,12.73,9.63,9.63
85054,Dominica,2014,186.31087777777776,24.995877777777785,55,93949,0.0,2.44,9.69,8.84
85183,Dominica,2015,162.46996666666666,25.21357777777777,55,95790,0.0,13.72,13.99,11.99
85312,Dominica,2016,271.81244444444445,25.31464444444445,55,98824,0.0,4.06,10.95,8.12
85441,Ecuador,1991,137.7929111111111,21.802877777777773,58,66873,0.79,14.92,4.61,8.05
85615,Ecuador,1992,258.75470000000007,21.919266666666665,58,65204,0.67,14.14,8.21,10.03
85789,Ecuador,1993,190.57704444444443,21.7457,58,67206,0.62,16.48,9.75,5.38
85963,Ecuador,1994,182.41951111111112,21.42398888888889,58,75086,0.88,15.81,8.23,6.59
86137,Ecuador,1995,159.04295555555552,21.957244444444445,58,74559,0.89,18.66,7.0,8.0
86311,Ecuador,1996,160.13546666666667,21.313522222222225,58,79751,0.8,21.73,7.69,10.03
86485,Ecuador,1997,272.6502888888889,22.28775555555555,58,89951,2.53,30.16,10.69,13.28
86659,Ecuador,1998,336.88776666666666,22.75404444444445,58,75694,7.16,29.33,9.82,14.68
86833,Ecuador,1999,238.3705111111111,21.28163333333333,58,35275,4.77,23.42,12.45,23.02
87007,Ecuador,2000,202.19824444444447,20.924466666666667,58,36187,6.02,24.03,11.88,19.27
87181,Ecuador,2001,159.8067,21.1753,58,41371,2.62,80.85,27.52,16.51
87355,Ecuador,2002,179.2062,21.70748888888889,58,47585,0.5,50.89,14.13,22.66
87529,Ecuador,2003,214.67156666666665,21.563277777777767,58,31004,12.32,48.19,13.62,20.1
87703,Ecuador,2004,168.0335111111111,21.482155555555558,58,46123,11.81,53.76,17.19,39.15
87877,Ecuador,2005,123.65977777777776,21.6123,58,35112,7.33,46.33,15.38,16.16
88051,Ecuador,2006,167.2008444444444,21.55593333333333,58,27964,3.25,51.62,14.62,38.5
88225,Ecuador,2007,183.44466666666665,21.13288888888889,58,33311,5.86,48.93,15.34,34.25
88399,Ecuador,2008,261.8672888888889,21.37188888888889,58,28085,6.16,62.55,10.46,32.84
88573,Ecuador,2009,152.17214444444446,21.94053333333333,58,28907,3.79,59.36,12.45,16.33
88747,Ecuador,2010,245.60063333333332,21.970977777777787,58,28693,12.27,61.72,14.85,39.44
88921,Ecuador,2011,211.49272222222226,21.49416666666667,58,25438,6.91,70.44,13.11,41.97
89095,Ecuador,2012,218.0061111111111,21.67835555555556,58,31218,4.53,68.33,13.52,33.69
89269,Ecuador,2013,183.6495444444444,21.419911111111126,58,30838,2.43,60.63,14.97,30.29
89443,Ecuador,2014,187.9102222222222,21.964866666666666,58,51993,14.07,72.66,19.98,47.16
89617,Ecuador,2015,247.7275888888889,22.35813333333333,58,45337,17.47,54.34,18.18,34.16
89791,Ecuador,2016,187.8276888888889,22.421411111111112,58,47985,20.74,70.99,14.76,42.74
89965,Egypt,1991,3.3110866666666667,23.6164,59,184503,3.12,293.23,56.75,14.53
90139,Egypt,1992,2.443021111111111,22.682688888888887,59,163881,2.05,248.22,34.71,9.91
90313,Egypt,1993,3.983108888888889,23.15036666666667,59,127219,1.38,281.75,36.12,9.85
90487,Egypt,1994,2.4252788888888888,23.74720000000001,59,162212,1.42,239.24,34.62,6.04
90661,Egypt,1995,1.8625011111111107,23.876166666666666,59,175682,1.34,295.46,41.12,6.52
90835,Egypt,1996,1.8868955555555555,23.952444444444453,59,186723,1.42,315.63,38.38,10.39
91009,Egypt,1997,2.2964244444444444,23.275777777777765,59,171053,1.42,281.98,41.45,9.01
91183,Egypt,1998,3.6646199999999993,24.109544444444442,59,161459,1.45,311.08,39.45,8.75
91357,Egypt,1999,2.185434444444444,24.166722222222226,59,169965,1.38,282.63,43.1,12.92
91531,Egypt,2000,2.3214200000000003,23.395711111111112,59,171423,1.5,326.17,46.75,9.87
91705,Egypt,2001,1.4880411111111111,24.310311111111112,59,188899,1.51,329.24,46.8,15.91
91879,Egypt,2002,2.264805555555556,24.198366666666665,59,203066,1.5,336.24,40.77,12.59
92053,Egypt,2003,1.9976388888888887,23.9837,59,200204,1.54,349.31,42.21,15.66
92227,Egypt,2004,2.3957,24.057766666666666,59,209015,1.54,394.74,55.2,11.5
92401,Egypt,2005,3.151798888888889,24.184166666666666,59,216744,1.55,371.56,51.38,13.62
92575,Egypt,2006,2.071951111111111,24.34546666666667,59,195232,2.77,350.69,67.93,13.87
92749,Egypt,2007,2.2515777777777766,24.1061,59,189884,2.57,316.56,47.88,14.7
92923,Egypt,2008,2.5331944444444447,24.516700000000004,59,216045,2.69,321.6,50.93,15.53
93097,Egypt,2009,1.8584733333333328,24.377433333333336,59,226230,2.44,323.45,40.66,13.55
93271,Egypt,2010,3.2226044444444444,25.6045,59,224263,3.16,315.64,40.94,13.89
93445,Egypt,2011,1.931005555555556,24.21716666666667,59,224472,3.58,333.43,41.44,15.75
93619,Egypt,2012,1.8741511111111115,24.39884444444445,59,227193,3.79,294.05,44.1,16.23
93793,Egypt,2013,3.18116,24.610877777777766,59,222242,3.66,295.9,50.95,16.72
93967,Egypt,2014,3.637478888888889,24.70991111111111,59,237837,3.06,302.35,49.98,19.03
94141,Egypt,2015,2.2745477777777783,24.64354444444445,59,245105,2.12,322.04,87.71,18.84
94315,Egypt,2016,2.0644066666666663,24.70845555555556,59,244190,2.15,342.84,60.05,19.55
94489,Ethiopia,1993,82.04847777777778,22.897855555555555,238,62255,0.02,2.8,4.36,0.04
94551,Ethiopia,1994,78.6652177777778,23.101677777777766,238,62072,0.02,3.8,7.25,0.04
94613,Ethiopia,1995,70.22320555555554,23.176677777777787,238,61333,0.02,4.33,8.46,0.0
94675,Ethiopia,1996,85.56820666666668,23.36804444444445,238,61194,0.04,7.72,9.19,0.0
94737,Ethiopia,1997,67.39989111111112,23.258577777777766,238,62164,0.04,5.16,7.4,0.0
94799,Ethiopia,1998,80.53656666666666,23.7075,238,60680,0.04,7.15,8.47,0.0
94861,Ethiopia,1999,64.48049666666667,23.066377777777767,238,60156,0.05,7.47,8.25,0.0
94923,Ethiopia,2000,81.69176222222222,23.26531111111111,238,58830,0.06,7.18,7.6,0.0
94985,Ethiopia,2001,71.52844444444446,23.335366666666665,238,47998,0.06,5.96,6.76,0.0
95047,Ethiopia,2002,59.230811111111116,23.87503333333333,238,45587,0.08,9.3,6.67,0.0
95109,Ethiopia,2003,70.7251911111111,23.675122222222214,238,45233,0.09,2.94,2.43,0.0
95171,Ethiopia,2004,65.97261111111109,23.642422222222233,238,47359,0.09,6.25,3.48,0.0
95233,Ethiopia,2005,83.11016666666666,23.70914444444445,238,115913,0.1,5.92,4.36,0.0
95295,Ethiopia,2006,79.70319555555554,23.5829,238,110905,0.18,5.95,4.53,0.0
95357,Ethiopia,2007,80.19452222222222,23.41798888888889,238,89885,0.17,7.03,7.9,0.0
95419,Ethiopia,2008,74.55401666666667,23.29623333333333,238,77234,0.16,7.7,8.42,0.0
95481,Ethiopia,2009,65.73317777777778,24.095355555555557,238,87532,0.25,7.9,8.54,0.0
95543,Ethiopia,2010,76.90753333333333,23.81961111111111,238,89232,0.26,9.96,10.33,0.0
95605,Ethiopia,2011,78.25375888888887,23.87554444444445,238,91290,0.25,9.51,9.87,0.0
95667,Ethiopia,2012,81.66917777777778,23.66303333333333,238,77588,0.25,15.1,13.36,0.01
95729,Ethiopia,2013,85.37651777777778,23.956422222222226,238,66742,0.25,10.3,6.6,0.01
95791,Ethiopia,2014,82.37794444444444,23.687077777777766,238,66668,0.24,14.03,9.27,0.08
95853,Ethiopia,2015,73.87341111111112,24.148588888888888,238,61758,0.24,14.29,11.48,0.12
95915,Ethiopia,2016,90.70338,24.12938888888889,238,52067,0.24,20.05,10.82,0.02
95977,Fiji,1991,200.38122222222214,23.954355555555555,66,57366,2.8,39.84,7.97,7.97
96151,Fiji,1992,117.0364,24.001288888888887,66,55359,0.54,32.69,9.62,8.08
96325,Fiji,1993,251.2544311111111,23.448277777777786,66,53736,0.63,34.62,11.54,11.15
96499,Fiji,1994,211.74704000000003,23.699644444444445,66,51947,0.73,34.62,11.54,23.08
96673,Fiji,1995,207.75784444444446,24.067911111111112,66,51032,0.81,37.74,11.32,18.87
96847,Fiji,1996,294.77334444444443,24.17832222222223,66,50241,0.91,37.74,15.09,18.87
97021,Fiji,1997,302.3953888888889,24.164955555555554,66,50000,1.0,38.49,15.09,18.87
97195,Fiji,1998,77.42054111111109,24.568644444444452,66,42368,1.14,34.9,12.55,24.71
97369,Fiji,1999,290.9364888888889,24.134577777777785,66,43750,1.25,25.3,7.91,23.72
97543,Fiji,2000,405.0418222222222,24.55406666666667,66,41645,1.35,9.88,7.91,11.86
97717,Fiji,2001,246.3435555555556,24.436177777777786,66,39589,1.45,19.76,7.91,11.86
97891,Fiji,2002,271.2002111111111,24.512744444444447,66,36972,1.55,37.06,10.71,0.26
98065,Fiji,2003,158.00424111111113,24.33045555555556,66,35085,1.65,12.56,0.23,0.15
98239,Fiji,2004,239.42697777777786,24.284122222222226,66,33262,1.75,30.27,0.08,0.08
98413,Fiji,2005,210.34187888888889,24.42476666666667,66,31505,1.85,26.06,0.18,0.08
98587,Fiji,2006,232.0598555555556,24.28026666666667,66,29811,1.94,16.68,0.11,0.09
98761,Fiji,2007,298.4148711111111,24.893766666666664,66,28177,2.06,15.97,0.06,0.02
98935,Fiji,2008,295.7556411111111,24.16514444444445,66,26602,2.15,26.71,0.67,0.09
99109,Fiji,2009,256.1708888888889,24.09126666666667,66,25083,2.81,10.87,2.29,1.31
99283,Fiji,2010,135.53743444444444,24.731911111111113,66,23620,2.76,9.74,0.99,0.06
99457,Fiji,2011,347.78705555555547,24.27728888888889,66,22210,2.84,14.13,0.13,9.16
99631,Fiji,2012,423.256088888889,23.969622222222213,66,20571,3.22,15.85,1.53,1.7
99805,Fiji,2013,223.04730000000004,24.41937777777777,66,19486,3.08,14.83,3.26,4.3
99979,Fiji,2014,175.3168555555556,24.113666666666663,66,17364,3.08,11.15,8.63,3.59
100153,Fiji,2015,138.28794444444443,24.040288888888888,66,110000,3.08,23.33,2.55,9.33
100327,Fiji,2016,291.7624444444444,24.64884444444445,66,110000,3.08,16.88,8.57,4.93
100501,France,1991,56.11925555555555,12.05195888888889,68,165586,5.43,134.95,65.92,91.45
100675,France,1992,64.15228888888889,12.226546666666666,68,141740,4.47,113.06,54.01,70.7
100849,France,1993,68.03888888888889,12.042448888888893,68,126238,4.78,115.55,52.37,71.5
101023,France,1994,80.62841111111112,12.814521111111107,68,106122,4.64,119.7,53.44,71.22
101197,France,1995,74.61554444444444,12.588444444444445,68,116550,4.34,123.62,53.31,77.07
101371,France,1996,61.47745555555557,11.688637777777775,68,92159,5.05,130.31,54.31,76.84
101545,France,1997,58.32123333333334,12.912933333333333,68,95234,5.65,129.4,53.49,73.99
101719,France,1998,64.69341111111112,12.764822222222225,68,95200,5.54,127.84,51.96,68.73
101893,France,1999,76.53602222222223,13.071508888888893,68,111497,5.88,131.89,49.53,62.39
102067,France,2000,66.63317777777777,12.818261111111116,68,110080,5.02,118.81,40.78,53.01
102241,France,2001,80.0633666666667,12.632704444444444,68,106104,5.12,123.05,38.96,52.46
102415,France,2002,67.78263333333332,12.740595555555556,68,117597,4.23,112.99,36.58,49.49
102589,France,2003,49.63178888888889,13.234824444444444,68,100540,3.83,122.0,38.31,50.25
102763,France,2004,61.689088888888904,12.501533333333334,68,127166,3.91,119.31,35.06,45.64
102937,France,2005,52.41929999999999,12.553458888888883,68,111636,4.02,113.15,30.63,37.72
103111,France,2006,66.96785555555556,12.64786777777778,68,136611,3.68,113.43,28.58,37.62
103285,France,2007,75.56423333333333,13.09738,68,94601,3.99,124.08,32.65,41.02
103459,France,2008,75.05371111111111,12.663643333333335,68,113891,4.07,108.64,15.32,20.19
103633,France,2009,59.00124444444445,12.614972222222226,68,126120,3.3,98.57,8.55,7.02
103807,France,2010,63.19163333333334,11.937417777777775,68,113681,3.21,105.79,14.4,22.47
103981,France,2011,53.37777777777778,13.199015555555556,68,134813,3.18,100.84,12.53,20.54
104155,France,2012,60.995977777777775,12.493054444444445,68,135547,3.31,105.0,22.52,24.9
104329,France,2013,73.5838111111111,11.884093333333333,68,103531,3.45,112.34,25.04,23.29
104503,France,2014,74.21131111111113,13.371021111111116,68,128252,3.9,111.73,23.01,25.02
104677,France,2015,62.48884444444444,13.002591111111116,68,100216,3.44,115.07,22.61,24.09
104851,France,2016,71.06562222222223,13.032921111111113,68,162875,3.72,113.28,21.17,20.33
105025,Gabon,1991,134.96914444444445,25.08993333333333,74,47059,0.0,0.44,0.22,0.66
105154,Gabon,1992,108.60305,24.765366666666665,74,46840,0.0,0.22,0.22,0.65
105283,Gabon,1993,107.84696666666666,24.93767777777777,74,46620,0.0,0.22,0.22,0.43
105412,Gabon,1994,119.51302222222223,24.90486666666667,74,46401,0.0,0.22,0.22,0.43
105541,Gabon,1995,118.62437777777777,25.180655555555553,74,45631,0.0,0.2,0.2,0.4
105670,Gabon,1996,118.5710222222222,24.91175555555556,74,45176,0.0,0.2,0.2,0.0
105799,Gabon,1997,108.94725444444444,24.80103333333333,74,45238,0.0,0.2,0.2,0.0
105928,Gabon,1998,127.08491555555555,25.789855555555558,74,45240,0.0,0.2,0.47,0.2
106057,Gabon,1999,146.1180888888889,25.17833333333333,74,45455,0.0,0.2,0.2,0.2
106186,Gabon,2000,118.74094444444445,25.17543333333333,74,45575,0.0,0.2,0.2,0.2
106315,Gabon,2001,124.94366222222223,25.237644444444445,74,45710,0.0,0.2,0.2,0.2
106444,Gabon,2002,138.8409333333333,25.540966666666666,74,45839,0.0,1.12,0.33,2.22
106573,Gabon,2003,124.40026666666664,25.39504444444444,74,45964,0.0,0.38,0.28,1.71
106702,Gabon,2004,108.4412,25.421377777777767,74,46069,0.0,1.37,0.51,1.47
106831,Gabon,2005,93.1139777777778,25.39984444444445,74,45789,0.0,1.17,0.53,3.78
106960,Gabon,2006,98.66594666666666,25.45780000000001,74,46047,0.0,1.61,0.6,3.34
107089,Gabon,2007,153.03715555555556,25.50040000000001,74,45652,0.0,1.8,0.64,3.51
107218,Gabon,2008,123.18624444444444,25.1634,74,46987,0.0,1.66,0.61,4.63
107347,Gabon,2009,130.92998999999998,25.35505555555555,74,47826,0.0,1.78,0.6,5.51
107476,Gabon,2010,116.97756666666666,25.627122222222226,74,51724,0.0,1.2,0.04,0.83
107605,Gabon,2011,118.71786666666664,25.302077777777768,74,53191,0.0,0.77,0.51,2.43
107734,Gabon,2012,126.52669888888893,25.27573333333333,74,54167,0.0,2.63,1.8,2.19
107863,Gabon,2013,118.86723333333332,25.3664,74,54074,0.0,2.58,1.5,2.58
107992,Gabon,2014,126.75460666666667,25.34194444444445,74,54175,0.0,3.74,2.28,2.57
108121,Gabon,2015,99.83578777777777,25.368522222222207,74,55822,0.0,7.84,7.5,4.74
108250,Gabon,2016,123.05773333333336,25.78228888888889,74,56996,0.0,7.4,6.96,6.53
108379,Georgia,1992,87.2526,6.3739566666666665,73,141361,2.73,54.92,8.86,0.0
108449,Georgia,1993,80.53778888888887,6.885751111111111,73,51497,2.73,43.35,4.43,0.0
108519,Georgia,1994,63.16253333333334,8.095473333333333,73,81333,2.73,23.07,4.44,0.0
108589,Georgia,1995,76.5321222222222,8.867526666666668,73,90769,2.86,24.12,4.64,0.0
108659,Georgia,1996,71.0678888888889,8.058467777777778,73,69440,2.89,25.52,4.69,0.0
108729,Georgia,1997,82.53732222222223,7.673805555555558,73,50531,2.9,29.63,4.7,0.0
108799,Georgia,1998,69.7283,8.599207777777778,73,57568,2.9,28.25,3.77,0.0
108869,Georgia,1999,72.99,9.20911,73,37333,2.91,37.74,0.0,0.0
108939,Georgia,2000,69.08854444444445,8.599532222222223,73,40000,2.9,37.66,0.0,1.88
109009,Georgia,2001,76.63208888888889,9.51528222222222,73,45113,2.9,24.46,0.0,1.88
109079,Georgia,2002,99.92482222222222,8.378786666666665,73,37614,2.9,20.11,2.44,2.26
109149,Georgia,2003,80.58446666666667,7.8129566666666665,73,45191,2.89,10.44,0.38,0.0
109219,Georgia,2004,93.10399999999998,8.471710000000002,73,39381,5.58,25.54,0.01,0.21
109289,Georgia,2005,90.62358888888893,8.35455,73,45000,5.31,41.58,1.27,0.33
109359,Georgia,2006,76.55559999999998,8.812753333333333,73,47455,5.33,37.04,0.73,0.22
109429,Georgia,2007,79.71054444444444,8.34096111111111,73,42446,5.34,31.98,0.71,0.48
109499,Georgia,2008,75.4022222222222,8.201358888888889,73,42411,5.37,29.41,0.46,0.14
109569,Georgia,2009,104.57009999999998,8.008097777777778,73,40886,5.52,34.27,0.39,0.22
109639,Georgia,2010,88.16140000000001,10.071824444444443,73,36453,5.92,24.83,1.88,0.15
109709,Georgia,2011,94.24880000000002,8.509516666666666,73,36713,6.13,86.19,3.25,2.25
109779,Georgia,2012,74.61907777777778,8.428653333333333,73,37187,6.22,100.0,6.24,1.58
109849,Georgia,2013,83.95544444444445,9.241423333333332,73,36482,5.65,118.38,11.06,3.45
109919,Georgia,2014,77.64435555555556,9.650677777777778,73,35383,6.49,106.95,11.66,3.87
109989,Georgia,2015,69.30142222222223,9.309268888888887,73,35977,2.83,104.46,8.78,4.5
110059,Georgia,2016,95.86178888888887,9.478953333333337,73,36821,3.26,112.33,11.81,5.3
110129,Ghana,1991,125.72845222222219,27.49971111111111,81,60979,0.02,1.62,0.05,0.19
110303,Ghana,1992,88.57355888888887,27.21353333333333,81,63574,0.02,1.62,0.46,0.25
110477,Ghana,1993,102.00828555555556,27.344955555555554,81,63066,0.02,1.18,0.31,0.23
110651,Ghana,1994,98.99690111111113,27.453422222222233,81,64128,0.01,0.6,0.44,0.67
110825,Ghana,1995,111.21290666666668,27.596455555555554,81,69882,0.01,0.68,0.53,0.85
110999,Ghana,1996,116.63999666666668,27.5808,81,71560,0.32,1.47,0.71,1.37
111173,Ghana,1997,109.77951111111106,27.421511111111126,81,72435,0.09,1.64,1.12,1.26
111347,Ghana,1998,90.20995555555555,28.1519,81,70077,0.05,1.28,0.64,0.75
111521,Ghana,1999,119.19741111111112,27.5234,81,69792,0.02,1.37,0.72,0.55
111695,Ghana,2000,104.04239111111113,27.61614444444444,81,70212,0.01,1.16,0.45,0.35
111869,Ghana,2001,102.26848444444445,27.613122222222234,81,70189,0.01,2.28,1.38,1.33
112043,Ghana,2002,110.94584222222224,27.85273333333333,81,79852,0.01,0.68,0.02,1.77
112217,Ghana,2003,112.22472222222223,27.828688888888887,81,89374,0.02,1.31,0.43,2.64
112391,Ghana,2004,103.47365555555555,27.59206666666667,81,116396,0.02,0.84,0.53,6.4
112565,Ghana,2005,101.28489222222224,27.962988888888887,81,139352,0.03,1.63,0.93,0.97
112739,Ghana,2006,101.49342333333333,27.97975555555556,81,144318,0.11,4.31,2.17,5.55
112913,Ghana,2007,119.84546666666664,27.84783333333333,81,212427,0.02,3.65,1.88,5.23
113087,Ghana,2008,126.49905000000004,27.43798888888889,81,266057,0.05,2.52,1.36,5.09
113261,Ghana,2009,118.16065333333331,27.928655555555547,81,267878,0.05,2.9,4.59,4.47
113435,Ghana,2010,113.00843333333334,28.371588888888887,81,272880,0.05,3.39,3.39,5.02
113609,Ghana,2011,102.67813666666667,27.976388888888888,81,277749,0.05,1.45,2.41,4.56
113783,Ghana,2012,109.25016666666664,27.57557777777778,81,285532,0.05,5.72,9.49,6.87
113957,Ghana,2013,94.88316666666668,27.863788888888887,81,293500,0.05,6.13,5.28,4.64
114131,Ghana,2014,111.82656666666666,27.967088888888888,81,300175,0.05,5.16,2.11,2.7
114305,Ghana,2015,88.66246,28.171122222222234,81,300488,0.05,5.8,4.95,4.34
114479,Ghana,2016,114.16633111111112,28.253022222222214,81,296419,0.05,5.8,3.59,4.22
114653,Greece,1991,48.51276666666666,14.374645555555556,84,172055,1.88,103.55,44.68,17.11
114827,Greece,1992,33.61956555555556,14.35143,84,200398,2.0,99.7,45.15,14.46
115001,Greece,1993,31.418827777777786,14.533827777777779,84,209756,2.25,83.67,32.14,14.03
115175,Greece,1994,44.030587777777775,16.06536111111111,84,227243,1.62,88.27,32.14,14.03
115349,Greece,1995,47.64377777777778,15.18075888888889,84,209171,1.71,80.69,34.84,13.83
115523,Greece,1996,50.45008666666667,14.52556222222222,84,213940,1.87,87.2,37.19,19.24
115697,Greece,1997,33.668914444444454,14.601983333333333,84,221514,2.37,79.02,33.98,16.73
115871,Greece,1998,36.44515,15.602144444444447,84,189421,2.76,75.22,30.91,15.46
116045,Greece,1999,43.83381111111112,15.836555555555556,84,241965,2.49,75.19,30.75,15.25
116219,Greece,2000,24.08926888888889,15.562145555555556,84,214046,2.76,73.95,29.32,15.05
116393,Greece,2001,36.59157777777778,16.356265555555556,84,242074,2.78,67.76,29.34,14.8
116567,Greece,2002,47.79933333333334,15.696318888888893,84,257718,3.08,70.72,31.33,8.42
116741,Greece,2003,48.94855555555557,15.341742222222226,84,210016,2.9,74.07,28.35,11.94
116915,Greece,2004,43.24006666666667,15.115616666666664,84,149599,3.08,59.84,41.6,21.88
117089,Greece,2005,48.56396666666666,15.14634,84,199798,3.2,54.0,32.99,13.01
117263,Greece,2006,55.25052222222222,15.253615555555555,84,188817,2.02,46.38,23.14,17.0
117437,Greece,2007,39.29394888888889,16.279327777777773,84,178693,1.98,36.9,15.64,14.67
117611,Greece,2008,36.741209999999995,15.899961111111107,84,183953,1.39,47.38,18.5,16.49
117785,Greece,2009,57.81504444444444,15.68061,84,207800,0.92,30.97,7.01,5.61
117959,Greece,2010,46.735547777777775,16.18304,84,201893,1.51,47.82,24.69,12.38
118133,Greece,2011,44.063451111111114,15.607704444444444,84,193343,2.21,72.76,28.05,9.35
118307,Greece,2012,45.26820222222222,15.875263333333333,84,197914,2.18,47.88,15.23,12.51
118481,Greece,2013,44.96799666666666,16.39498,84,206077,2.22,52.07,16.09,12.82
118655,Greece,2014,58.11842222222222,16.040738888888892,84,219775,2.86,54.04,15.52,12.68
118829,Greece,2015,58.46032333333334,15.726592222222227,84,242507,2.75,50.11,15.38,12.74
119003,Greece,2016,49.362712222222214,16.68005666666667,84,248706,2.83,53.2,15.95,13.48
119177,Guatemala,1991,185.60171111111111,24.113944444444442,89,169990,6.72,55.01,15.13,10.08
119351,Guatemala,1992,206.28542222222225,23.769088888888888,89,178452,6.72,56.02,20.11,12.32
119525,Guatemala,1993,247.66572222222226,23.7101,89,218017,6.39,56.91,18.62,15.96
119699,Guatemala,1994,188.71717777777772,24.06343333333333,89,204636,6.28,58.64,19.37,10.47
119873,Guatemala,1995,278.63642222222217,23.90444444444445,89,222350,6.28,60.21,20.42,16.75
120047,Guatemala,1996,222.21252222222225,23.552077777777786,89,222821,6.28,57.59,19.37,18.85
120221,Guatemala,1997,201.8289777777777,24.24082222222223,89,219525,5.95,61.69,25.47,21.88
120395,Guatemala,1998,205.8247555555556,24.34141111111111,89,211635,5.62,52.33,22.95,14.15
120569,Guatemala,1999,242.72553333333332,23.702122222222233,89,210979,5.3,63.92,18.66,18.71
120743,Guatemala,2000,225.3413,23.81594444444445,89,208282,4.93,63.36,23.46,20.87
120917,Guatemala,2001,216.0527888888889,24.265244444444445,89,165156,5.04,57.64,26.72,18.35
121091,Guatemala,2002,210.8139888888889,24.35884444444445,89,156542,5.13,41.56,22.81,5.86
121265,Guatemala,2003,172.42462222222218,24.626188888888887,89,153523,4.19,46.05,18.23,5.01
121439,Guatemala,2004,205.6697888888889,24.42134444444445,89,153844,5.2,61.02,22.97,2.93
121613,Guatemala,2005,247.8205388888889,24.584611111111112,89,154031,6.03,58.65,26.93,2.94
121787,Guatemala,2006,251.87566666666663,24.305022222222213,89,133581,6.77,61.85,21.54,3.57
121961,Guatemala,2007,220.70414444444447,24.356055555555557,89,126088,9.13,53.08,22.0,2.72
122135,Guatemala,2008,246.66549999999995,24.4388,89,117818,7.98,38.94,11.06,3.75
122309,Guatemala,2009,184.77241111111115,24.514922222222214,89,120154,6.01,54.53,13.02,4.91
122483,Guatemala,2010,318.9169,24.384222222222213,89,122779,6.88,65.62,30.28,8.55
122657,Guatemala,2011,260.1869888888889,24.5966,89,125237,7.76,84.68,24.28,9.52
122831,Guatemala,2012,209.73945555555562,24.555166666666665,89,133954,9.45,88.91,31.61,16.06
123005,Guatemala,2013,287.1236555555556,24.40713333333333,89,132479,10.06,89.37,29.01,21.84
123179,Guatemala,2014,220.9048555555556,24.503311111111113,89,142476,10.27,81.38,36.05,22.05
123353,Guatemala,2015,170.44216666666662,24.72283333333333,89,147896,10.02,88.82,26.45,28.92
123527,Guatemala,2016,220.394,24.915288888888888,89,154613,10.02,81.8,19.28,26.7
123701,Guinea,1991,145.24623444444444,26.29121111111111,90,50000,0.02,0.41,0.04,0.13
123872,Guinea,1992,155.83731444444444,25.996011111111113,90,51111,0.02,0.08,0.03,0.04
124043,Guinea,1993,147.68334222222222,26.23993333333333,90,50000,0.01,0.32,0.08,0.07
124214,Guinea,1994,176.51755222222218,25.951611111111113,90,51136,0.01,0.69,0.3,0.21
124385,Guinea,1995,163.77871888888887,26.15924444444445,90,51220,0.05,0.85,0.43,0.26
124556,Guinea,1996,166.87568000000005,26.439366666666665,90,51250,0.05,0.76,0.3,0.26
124727,Guinea,1997,161.24374,26.249566666666666,90,51190,0.05,0.22,0.2,0.16
124898,Guinea,1998,165.85467888888888,27.025688888888887,90,51296,0.06,0.37,0.47,0.25
125069,Guinea,1999,172.24991333333332,26.054055555555554,90,51374,0.07,0.35,0.49,0.28
125240,Guinea,2000,158.25036111111118,26.27534444444445,90,51220,0.08,0.36,0.5,0.29
125411,Guinea,2001,143.74606666666668,26.323455555555558,90,51560,0.09,0.35,0.49,0.28
125582,Guinea,2002,132.7084966666667,26.6622,90,51675,0.09,0.59,0.1,0.1
125753,Guinea,2003,175.33895666666663,26.669266666666665,90,51794,0.1,0.53,0.07,0.03
125924,Guinea,2004,168.66701999999995,26.59715555555556,90,51909,0.1,0.52,0.13,0.17
126095,Guinea,2005,159.31405,26.76213333333333,90,51807,0.1,0.58,0.03,0.13
126266,Guinea,2006,164.46943000000005,26.602511111111113,90,52156,0.11,0.58,0.01,0.12
126437,Guinea,2007,151.35286444444446,26.71767777777778,90,52278,0.12,0.91,0.03,0.03
126608,Guinea,2008,174.59799666666663,26.385955555555554,90,52491,0.12,0.79,0.13,0.13
126779,Guinea,2009,158.88755222222218,26.43873333333333,90,52653,0.13,0.35,0.12,0.04
126950,Guinea,2010,207.4830533333333,27.02898888888889,90,52807,0.15,0.7,0.03,0.02
127121,Guinea,2011,163.80540111111108,26.651611111111112,90,53363,0.18,1.42,0.75,0.72
127292,Guinea,2012,168.66977888888889,26.252066666666664,90,53333,0.21,1.45,0.45,0.47
127463,Guinea,2013,169.26028111111108,26.70293333333333,90,53179,0.23,0.72,0.81,0.81
127634,Guinea,2014,159.78957888888888,26.4761,90,53230,0.11,0.77,0.0,0.06
127805,Guinea,2015,159.57423333333332,26.92274444444445,90,53453,0.11,0.63,0.05,0.05
127976,Guinea,2016,167.59548111111113,26.84293333333333,90,53527,0.11,1.68,0.28,0.29
128147,Guyana,1991,217.17638888888888,25.60157777777778,91,64422,0.58,25.79,3.17,1.98
128320,Guyana,1992,159.16605555555554,25.18826666666667,91,72000,0.58,20.83,1.79,1.59
128493,Guyana,1993,220.92424444444447,25.18406666666667,91,69091,0.58,19.84,1.98,1.98
